Match_ID,Date,Player_1,Player_2,Time_Since_Last_Advantage,Matches_Last_24H_Advantage,Is_First_Match_Advantage,H2H_P1_Win_Rate,H2H_Dominance_Score,Win_Rate_Advantage,Win_Rate_L5_Advantage,PDR_Advantage,PDR_Slope_Advantage,Daily_Fatigue_Advantage,Close_Set_Win_Rate_Advantage,Bet_On_Player,Outcome,Profit,Stake,Model_Prob,Market_Odds,Edge
10282757,2025-07-15,Viktor Vejvoda,Jan Sucharda,24.0,-2,1,0.6666666666666666,21.707454719999998,0.5,0.6000000000000001,0.0154703130459539,0.0050832001230041324,-34,0.21428571428571436,Viktor Vejvoda,Win,0.2815871721309771,1.2684106852746717,0.8298521756191072,1.222,0.014079358606548853
10282753,2025-07-15,Adam Brazda,Viktor Vejvoda,0.0,0,0,0.5,0.0,-0.39999999999999997,-0.4,-0.0223232250646737,-0.0019308284497841681,-13,-0.22660098522167488,Viktor Vejvoda,Loss,-0.4853607391378656,0.4853607391378656,0.6747560123189644,1.5,0.01213401847844664
10282752,2025-07-15,Rostyslav Kliucuk,Tomas Zahradnik,0.0,0,0,0.5,-5.362438823143441,-0.15000000000000002,-0.6000000000000001,-0.0189443346022565,-0.0037806879858222372,41,0.04017857142857145,Tomas Zahradnik,Loss,-8.489910765696361,8.489910765696361,0.7259646119962806,1.909,0.38586644430089967
10283231,2025-07-15,Jiri Stary,Ladislav Novotny,24.0,-1,1,1.0,9.8,0.2,0.2,0.0504683728330042,0.0012827321377508194,21,0.0357142857142857,Jiri Stary,Win,9.072542523063483,18.145085046126965,0.9690847507687828,1.5,0.45362712615317413
10283232,2025-07-15,Milan Cetner,Jiri Stary,24.0,-1,1,0.5,10.729374788637362,0.2,0.4,0.0184602208225311,-0.0011836529483588154,-6,-0.05291005291005291,Milan Cetner,Loss,-6.471692743864569,6.471692743864569,0.7424176791788455,1.615,0.19900455187383548
10283234,2025-07-15,Ladislav Novotny,Milan Cetner,0.0,1,0,0.0,-11.253330358547458,-0.39999999999999997,-0.6,-0.0689285936555353,0.0021386588103129507,-15,-0.11538461538461536,Milan Cetner,Win,8.905009828107033,17.810019656214067,0.9635003276035679,1.5,0.44525049140535167
10283456,2025-07-15,Kyryl Darin,Petr Picek,0.0,-1,0,0.45454545454545453,-9.743209852418456,-0.10000000000000003,-0.20000000000000007,-0.0344981685013408,0.006771636139457193,-255,-0.052083333333333315,Petr Picek,Win,12.45638702399884,10.380322519999032,0.7376451596363373,2.2,0.622819351199942
10283455,2025-07-15,Petr Picek,BA Hoang Tai Nguyen,0.0,1,0,1.0,8.173815112908928,0.0,0.4,0.0469789313918407,-0.0008093209069400826,307,-0.07894736842105265,Petr Picek,Loss,-18.283359372656385,18.283359372656385,0.9688032527621513,1.571,0.5219899100893397
10283454,2025-07-15,Vaclav Dolezal,Kyryl Darin,0.0,0,0,0.125,1.6253170314087138,0.35,0.6,0.0148567620029416,-0.00038624564787516857,-8,0.22291666666666665,Vaclav Dolezal,Win,3.5223927041282592,2.012795830930434,0.4276798673477865,2.75,0.17611963520641294
10283441,2025-07-15,Lukas Babicka,Michal Vedmoch,0.0,-3,0,0.5,11.920817172662606,0.04999999999999999,0.19999999999999996,0.0109455569263863,0.0033520409180974944,-65,-0.103921568627451,Lukas Babicka,Loss,-5.378597137918989,5.378597137918989,0.6750799363981997,1.8,0.21514388551675956
10283434,2025-07-15,Michal Vedmoch,Jiri Dedek,0.0,3,0,0.0,-42.41998143386497,-0.4,-0.20000000000000007,-0.0044485157140735,0.001903554604304189,345,-0.29797979797979796,Jiri Dedek,Win,5.076860809161907,16.922869363873023,0.9644946465062272,1.3,0.25384304045809536
10283236,2025-07-15,Josef Palecek,Ladislav Novotny,0.0,-2,0,0.7142857142857143,12.863482460231001,0.25,0.6,0.023801724568234,0.008355443794609778,-10,0.16666666666666669,Josef Palecek,Loss,-7.194879576218768,7.194879576218768,0.8294842731536102,1.363,0.13058706430837064
10283249,2025-07-15,Milan Cetner,Josef Palecek,0.0,-1,0,0.3333333333333333,-0.6312323147550853,0.25,-0.20000000000000007,0.0451268690873013,-0.003952447114464369,25,0.033333333333333326,Milan Cetner,Win,6.229727476912403,4.53071089229993,0.5522047889876296,2.375,0.31148637384562017
10283250,2025-07-15,Vladimir Havlicek,Lukas Babicka,0.0,-3,0,0.5,0.0,-0.04999999999999999,0.2,-0.0501944149876281,-0.002187436945027988,-245,0.17857142857142855,Lukas Babicka,Win,0.10581701273179257,0.1270312277692588,0.5484401803800271,1.833,0.005290850636589628
10283285,2025-07-15,Petr Picek,Milan Smrcek,0.0,3,0,0.42857142857142855,12.326108585100414,0.2,0.2,0.029104340178987,-0.006020288237408975,319,0.04545454545454547,Petr Picek,Win,17.754635174679205,11.836423449786137,0.7550927034935841,2.5,0.8877317587339604
10283301,2025-07-15,Petr Picek,Jan Steffan,-48.0,6,-1,0.45454545454545453,-3.820693388704872,0.35000000000000003,0.4,0.0179619343582987,-0.0023103768724413117,289,0.1380952380952381,Petr Picek,Win,1.0484525417743207,1.1534131372654792,0.5512952472963415,1.909,0.052422627088716034
10283302,2025-07-15,Jan Steffan,Vaclav Hruska Sr,0.0,-1,0,1.0,4.962283010521665,-0.35000000000000003,-0.4,0.0076065518441563,0.002981655581008044,57,-0.1217948717948718,Jan Steffan,Win,2.3700607474740862,4.446643053422301,0.9615212977787458,1.533,0.4740121494948173
10290271,2025-07-16,Vratislav Petracek,Pavel Prazdny,0.0,0,0,0.5,-6.806104180654284,0.04999999999999993,0.4,-0.0250380854096025,0.001310399449159616,168,0.0641025641025641,Pavel Prazdny,Loss,-1.6242195529053423,1.6242195529053423,0.6563995509446505,2.0,0.31279910188930105
10290272,2025-07-16,Petr Bradach,Tomas Turek,24.0,0,0,0.6666666666666666,6.2999797812681315,0.09999999999999998,0.20000000000000007,0.0132093853844343,-0.0033598045204641935,-286,0.037195121951219545,Petr Bradach,Win,3.0506374991008642,4.960386177399779,0.710140051085326,1.615,0.14687618250280132
10290273,2025-07-16,Radek Rose,Marcel Pikous,-24.0,0,0,0.6,10.840021876618538,0.09999999999999998,0.19999999999999996,0.0079489351507217,0.0,1,-0.014550264550264536,Radek Rose,Win,2.03951039932136,4.07902079864272,0.7321295962380269,1.5,0.09819439435704025
10290275,2025-07-16,Milan Smrcek,Petr Picek,0.0,0,0,0.5,-13.059586413398407,-0.30000000000000004,-0.19999999999999996,-0.0131777890983188,0.0019915307808230855,-177,-0.1333333333333333,Petr Picek,Win,12.20115838230295,12.20115838230295,0.7937188646361455,2.0,0.587437729272291
10290283,2025-07-16,Ales Bayer,Denis Hofman,96.0,0,0,0.75,12.729466973064726,0.0,0.19999999999999996,0.0188883443600424,0.0,59,-0.13124999999999998,Ales Bayer,Win,8.216414268948986,10.270517836186231,0.7753266620575133,1.8,0.3955879917035241
10290269,2025-07-16,Tomas Janata,Tomas Dousa,0.0,0,0,0.5,0.1905245798869591,-0.10000000000000003,-0.6000000000000001,-0.003125,-0.0008031369897285774,230,-0.039999999999999925,Tomas Dousa,Win,11.811758321922147,7.26877435195209,0.5975960570590744,2.625,0.5686896497800702
10290262,2025-07-16,Vratislav Petracek,Petr Bradach,0.0,-1,0,0.25,-11.835048872715648,-0.09999999999999998,-0.19999999999999996,-0.0161892319621026,-0.004300331111068371,399,-0.05405405405405406,Petr Bradach,Loss,-5.567305926230666,5.567305926230666,0.8171482403214463,1.333,0.08925860434848776
10290028,2025-07-16,Martin Tacinec,Jaroslav Novotny,72.0,-1,1,0.5,0.0,0.3,0.2,0.0024264535557099,-0.002078338325746054,27,0.03225806451612906,Martin Tacinec,Loss,-2.3101065656743853,2.3101065656743853,0.596098402061725,1.833,0.09264837097914191
10290296,2025-07-16,Tomas Turek,Vratislav Petracek,0.0,-1,0,0.6666666666666666,59.678152655830075,-0.15000000000000002,-0.20000000000000007,0.0016873313761454,-0.0012931775189654493,-113,-0.11991869918699188,Tomas Turek,Win,0.23150024861025018,0.3764231684719515,0.6468008058148996,1.615,0.04458330139106281
10304000,2025-07-16,Marcel Pikous,Radek Rose,0.0,-1,0,0.3333333333333333,-23.840021876618536,-0.09999999999999998,-0.39999999999999997,-0.0079489351507217,0.0005688601158637112,-1,0.011428571428571344,Radek Rose,Win,1.993302430550922,4.983256076377306,0.7828354733019304,1.4,0.09596966262270246
10298223,2025-07-16,Tomas Barta,Mihail Trinta,24.0,-1,1,1.0,7.53613375169567,0.2,1.0,0.0641121856866538,0.006950411217160531,-236,0.14392803598200898,Tomas Barta,Win,6.136364012038827,18.427519555672156,0.971824278203403,1.333,0.29544176284513624
10297590,2025-07-16,Milan Chalupnicek,Lubor Sulava,24.0,-3,1,0.0,-6.186704212174658,0.15000000000000002,-0.20000000000000007,-0.0158290542772828,0.002995627520753755,-305,-0.03942652329749108,Lubor Sulava,Win,1.0468821425046981,4.1875285700187925,0.9612904084912225,1.25,0.20161301061402814
10290320,2025-07-16,Radek Bartunek,Jiri Moravek,-48.0,0,0,1.0,4.42921190432,0.14999999999999997,0.2,0.0180055401662049,0.0,21,-0.08965517241379312,Radek Bartunek,Win,13.641076168465641,18.763516050159065,0.959330689308792,1.727,0.6567641004362839
10290316,2025-07-16,Jan Steffan,Petr Picek,0.0,-1,0,0.5,-2.135720479069226,-0.3,-0.4,-0.0064419024683924,0.002711190454065229,-31,-0.032258064516129004,Petr Picek,Loss,-7.280260037673677,7.280260037673677,0.7048443560649464,1.833,0.2919797046670467
10290315,2025-07-16,Jiri Moravek,Jan Steffan,0.0,-1,0,0.5,0.0,-0.18333333333333332,-0.39999999999999997,-0.0195106575653621,-0.02056007415752034,-68,-0.16249999999999998,Jan Steffan,Win,8.882027774254526,7.401689811878771,0.6489248458501572,2.2,0.42763466087034585
10290314,2025-07-16,Petr Picek,Jiri Moravek,0.0,1,0,0.5,0.0,0.45714285714285713,0.6000000000000001,0.0259525600337546,0.010123783117025173,99,0.13124999999999998,Petr Picek,Win,0.6361353995111863,0.9551582575243038,0.618623898231933,1.666,0.030627414454400315
10289771,2025-07-16,Lukas Malek,Milan Kolar,-24.0,2,-1,0.75,33.492710032646386,-0.09999999999999998,0.4,0.0051157776388832,-0.0021223466052300434,-63,-0.03081232492997199,Lukas Malek,Win,0.12479754271986127,0.31199385679965325,0.7314528864080058,1.4,0.024034040971208093
10289702,2025-07-16,Lubor Sulava,Tomas Regner,0.0,2,0,0.8333333333333334,4.414001157071036,0.04999999999999999,0.20000000000000007,0.010246576551799,0.0034927645627184385,3,0.08113590263691683,Lubor Sulava,Loss,-6.634675224454318,6.634675224454318,0.7526394144997643,1.571,0.18239652017912977
10289775,2025-07-16,Erik Mares,Vratislav Petracek,0.0,-2,0,0.5,0.0,-0.35000000000000003,-0.39999999999999997,-0.0086244580785509,-0.0004530020186052212,-332,-0.28185328185328185,Vratislav Petracek,Loss,-9.857625842427382,9.857625842427382,0.6747560123189644,2.625,0.7712345323372816
10289586,2025-07-16,Mihail Trinta,Tomas Barta,0.0,1,0,0.0,-17.53613375169567,-0.30000000000000004,-0.8,-0.0839715384132844,-0.007463112631892355,236,-0.12827586206896552,Tomas Barta,Win,6.53441194168235,18.001134825571214,0.9644946465062272,1.363,0.3146062031879877
10289584,2025-07-16,Jan Pleskot,Mihail Trinta,0.0,-1,0,0.35714285714285715,-19.36887977585954,0.2,0.39999999999999997,0.0152815880060808,0.004209704091157072,-256,0.27999999999999997,Jan Pleskot,Loss,-0.5193279103728492,0.5193279103728492,0.3795477415266457,2.75,0.04375628919827568
10289578,2025-07-16,Vojtech Stach,Milan Cetner,24.0,0,0,0.5,-7.482326317349438,-0.07105263157894737,-0.19999999999999996,-0.0280059746079163,-0.0001384575430955841,21,0.019704433497536922,Milan Cetner,Win,8.88685333656118,8.88685333656118,0.7139334963464357,2.0,0.4278669926928713
10289577,2025-07-16,Ales Barton,Jan Cernik,48.0,-2,1,0.5,0.0,0.0,-0.39999999999999997,0.0150242656244994,-0.001771160982908828,-275,-0.052747252747252726,Ales Barton,Win,3.2754514815411726,2.015662450179183,0.4410286058911519,2.625,0.1577000904642738
10289576,2025-07-16,Milan Cetner,Vladimir Kubat,-48.0,1,-1,1.0,8.6436,0.25,0.20000000000000007,0.0164413487575761,0.0017874382574673345,-101,0.059523809523809534,Milan Cetner,Win,19.50614290015542,19.50614290015542,0.9695719837859084,2.0,0.9391439675718167
10289575,2025-07-16,Tomas Barta,Rotislav Hasmanda,0.0,-1,0,0.5,14.050230010333662,0.09999999999999998,0.6,0.0564964121898273,0.00642413633485916,-117,-0.05459057071960294,Tomas Barta,Win,2.811311279722126,4.923487355029993,0.7226948233484121,1.571,0.1353535674803552
10289574,2025-07-16,Rotislav Hasmanda,Mihail Trinta,0.0,0,0,0.9444444444444444,16.56971458302001,0.2,-0.2,0.0274751262234571,-0.0005071207050924376,-119,0.16869565217391308,Rotislav Hasmanda,Loss,-18.566440993049465,18.566440993049465,0.9696860060538975,1.4,0.35756040847545645
10289573,2025-07-16,Jiri Reczai,Vladimir Kubat,48.0,-1,1,0.0,-12.485199999999999,0.25,0.20000000000000007,-0.0025902668759811,0.0008741834920875657,-89,0.20714285714285707,Vladimir Kubat,Loss,-4.3069298874832755,4.3069298874832755,0.9475584513963333,1.444,0.3682744038163053
10289585,2025-07-16,Vladimir Kubat,Vojtech Stach,0.0,1,0,1.0,19.208,-0.20000000000000007,0.2,0.0115646258503401,0.007879746460282012,80,-0.12142857142857139,Vladimir Kubat,Win,1.6644940105142023,4.585382949074938,0.968859374936919,1.363,0.32055532803902054
10289588,2025-07-16,Michal Zahradka,Tomas Turek,0.0,-4,0,0.3548387096774194,-43.590277933048725,0.04999999999999999,0.39999999999999997,-0.0026372530428492,-0.006331891967398303,-206,-0.09442724458204332,Tomas Turek,Win,0.8320019977919799,1.457096318374746,0.7385299041635767,1.571,0.160230479440979
10289955,2025-07-16,Tibor Kolenic,Frantisek Briza,24.0,0,0,0.5,18.91019994859017,0.15000000000000002,0.19999999999999996,0.0461432532211566,0.0,0,0.020000000000000018,Tibor Kolenic,Win,2.7394310867328517,5.4788621734657035,0.7545952128295395,1.5,0.13189281924430918
10289954,2025-07-16,Martin Kir,Martin Vizek,0.0,-1,0,0.375,-13.80845149893457,0.0,-0.19999999999999996,-0.0199904926125601,-0.00198248558309209,21,0.22690217391304346,Martin Vizek,Win,3.3402335675237578,5.01536571700264,0.6967701637452112,1.666,0.16081909279952167
10289836,2025-07-16,Jaroslav Strnad 1964,Vaclav Kosar,0.0,0,0,0.0,-5.492983505714738,-0.10000000000000003,0.2,-0.005358082948406,-0.009012161314023714,-52,0.04814814814814811,Vaclav Kosar,Loss,-17.986546268040943,17.986546268040943,0.9643075852298626,1.363,0.3143512386683027
10289835,2025-07-16,Jaroslav Strnad 1964,Tomas Regner,0.0,-2,0,0.2857142857142857,-33.48986464208843,0.04999999999999999,-0.20000000000000007,-0.0176200669091121,-0.0021730015480950137,-309,0.03320561941251593,Tomas Regner,Win,1.982801186042844,2.3803135486708813,0.7538768555426034,1.833,0.38185627620959206
10289830,2025-07-16,Milan Smesny,Jaroslav Strnad 1961,0.0,-1,0,0.5,13.205879652669966,0.19999999999999996,0.2,0.0152418772693151,0.0023289706748441264,-7,0.22422422422422428,Milan Smesny,Loss,-7.855635419192034,7.855635419192034,0.7740053641402304,1.571,0.2159624270643019
10289829,2025-07-16,Vaclav Kosar,Tomas Regner,0.0,-3,0,0.16666666666666666,-5.349406659294323,0.10000000000000003,-0.6000000000000001,-0.012261983960706,0.000735712511796785,-257,-0.016009852216748777,Tomas Regner,Loss,-2.818582832425348,2.818582832425348,0.7922338291376392,1.833,0.45216460880929255
10298820,2025-07-17,Daniel Tuma,Stanislav Olejarcik,0.0,0,0,0.75,12.262234932378322,0.050000000000000044,0.6,0.0365149399960936,0.0036980641550856887,-6,-0.05555555555555558,Daniel Tuma,Win,2.1291753961411897,5.322938490352975,0.7850379990997108,1.4,0.09905319873959506
10298818,2025-07-17,Martin Sopko,Michal Vondrak,120.0,0,0,1.0,0.18959806440967777,-0.04999999999999999,0.6,0.0184222856327005,0.0,333,-0.19683908045977005,Martin Sopko,Win,2.856551390355141,4.289116201734447,0.9193087216890341,1.666,0.5315683303339307
10298826,2025-07-17,Jan Pleskot,Tomas Barta,0.0,0,0,0.3333333333333333,-8.802472988134511,-0.2,-0.4,-0.0245747210535942,-0.002978389117595093,-2,0.0625,Tomas Barta,Win,2.5156473101225925,5.66587232009593,0.7735682762066496,1.444,0.11703259084240192
10298832,2025-07-17,Pavel Prazdny,Jiri Ruzicka,-48.0,1,-1,0.0,-0.9603999999999999,0.15000000000000002,-0.19999999999999996,-0.0230487147602659,-0.002104324449209319,-54,0.02304147465437789,Jiri Ruzicka,Loss,-4.576018060589431,4.576018060589431,0.9257697390389008,2.0,0.8515394780778016
10298833,2025-07-17,Michal Syroha,Matej Pycha,-48.0,1,-1,1.0,12.16282217522703,0.04999999999999993,0.4,0.0318759966907388,0.008336432458311368,-31,-0.17045454545454541,Michal Syroha,Win,6.2647674989463775,18.813115612451586,0.9688286824517721,1.333,0.2914486337082123
10298860,2025-07-17,Martin Sobisek,Martin Sopko,48.0,-1,1,0.25,-0.04562768905885961,-0.25,-0.4,-0.0559779536753882,0.0006612712568965784,38,0.0444444444444444,Martin Sopko,Win,12.168169665172522,10.140141387643768,0.711857218254939,2.2,0.5660858801608659
10298817,2025-07-17,Jiri Dedek,Tomas Barta,0.0,0,0,0.35714285714285715,-10.195070804775503,0.050000000000000044,-0.4,-0.0408683512356044,-0.004320327111462573,-140,0.13636363636363635,Tomas Barta,Win,0.9986718130257078,1.3736888762389377,0.6866475270956167,1.727,0.18584027929413005
10298829,2025-07-17,Rostyslav Kliucuk,Karel Brozhik,-48.0,1,-1,0.6666666666666666,16.012601129777487,-0.09999999999999998,-0.2,0.0185605684230072,0.0020961475660862144,165,-0.037868162692847096,Rostyslav Kliucuk,Win,0.5674175453885343,0.8519782963791807,0.6636190140541905,1.666,0.10558927741428148
10298793,2025-07-17,Petr Sebera,Martin Sopko,72.0,-3,1,0.5,0.0,-0.10000000000000003,-0.8,-0.0234102331970156,-0.004748753650470628,-304,0.05692307692307691,Martin Sopko,Loss,-0.8734107873121555,0.8734107873121555,0.5961435833943378,1.727,0.029539968522021454
10310555,2025-07-17,Tomas Dousa,Pavel Fojt,-24.0,1,-1,0.6,3.7794676652351,0.09999999999999998,0.4,0.0183165455746367,0.005383283471948351,18,0.2010582010582011,Tomas Dousa,Win,4.303009305612044,5.165677437709538,0.6547648633737521,1.833,0.20018399456408753
10308679,2025-07-17,Milan Smesny,Cesta Havrda,0.0,0,0,0.25,-3.369088349215467,0.30000000000000004,0.39999999999999997,0.0086182691001313,0.00700430974189354,76,0.10185185185185192,Milan Smesny,Win,0.18283241931113484,0.15236034942594567,0.4584116836966531,2.2,0.008505704132636849
10306931,2025-07-17,Vladimir Kubat,Jan Varcl Senior,0.0,-1,0,0.0,-10.0,-0.19999999999999996,-0.4,-0.0050954097270283,0.005651105459795567,2,0.17162471395881007,Jan Varcl Senior,Loss,-19.05278963761197,19.05278963761197,0.9604930538225793,1.533,0.472435851510014
10306141,2025-07-17,Vladimir Kubat,Vojtech Stach,0.0,0,0,1.0,28.623839999999998,-0.10000000000000003,-0.19999999999999996,0.0118059987236758,0.005149701003201787,-4,-0.2077922077922078,Vladimir Kubat,Loss,-4.840747082751981,4.840747082751981,0.9694987446620752,1.444,0.3999561872920365
10301053,2025-07-17,Tibor Kolenic,Mihail Trinta,0.0,0,0,0.7777777777777778,78.40675166677653,0.30000000000000004,-0.4,0.0569453324808184,0.0012256302486859415,4,0.17424242424242425,Tibor Kolenic,Win,7.5373259291296915,13.200220541382999,0.8597392859759143,1.571,0.35065041826816135
10298891,2025-07-17,Pavel Sprynar,Petr Franc,0.0,2,0,0.0,-1.3729501723496822,-0.2,-0.6000000000000001,-0.0370623454379799,-0.00446766826834477,465,0.0,Petr Franc,Win,11.075522233014254,18.008979240673586,0.9382377026518836,1.615,0.5152538897827919
10298889,2025-07-17,Jakub Hradecky,Martin Sobisek,0.0,-1,0,0.16666666666666666,-0.4765295279232342,0.25,-0.19999999999999996,0.0211095074568421,-0.008587285698395106,-348,-0.027777777777777735,Jakub Hradecky,Win,3.5035861204662035,1.7517930602331018,0.38766444714086434,3.0,0.16299334142259303
10298887,2025-07-17,Frantisek Briza,Jan Pleskot,24.0,-1,1,1.0,0.06505502836204548,0.0,-0.2,0.004339550818424,-0.004242678784934423,-305,-0.0400432900432901,Frantisek Briza,Win,3.9805080068149894,13.26836002271663,0.9116774111048492,1.3,0.18518063443630406
10298883,2025-07-17,Ladislav Janousek,Kamil Novak,-72.0,2,-1,0.0,-0.06861157822456893,0.15000000000000002,-0.6,-0.0016494973701409,-0.0005953524981008828,1,-0.14333333333333337,Kamil Novak,Win,1.8097502195405177,4.076014007974139,0.9257422314033096,1.444,0.33677178214637893
10298893,2025-07-17,Michal Syroha,Pavel Sprynar,0.0,-1,0,0.475,4.804901093937614,0.19999999999999996,0.6000000000000001,0.0272243061983403,0.005615133966127196,-425,-0.04999999999999999,Michal Syroha,Win,2.7190522621377506,3.7400993977135495,0.6522845208176676,1.727,0.1264953674521121
10298782,2025-07-17,Martin Sopko,Martin Sobisek,0.0,2,0,0.8,3.0456276890588594,0.30000000000000004,0.20000000000000007,0.0559779536753882,-0.0021168336251276916,-38,-0.005555555555555591,Martin Sopko,Win,8.748126295535545,9.623901315220621,0.7370241502665733,1.909,0.4069791028588885
10298614,2025-07-17,Petr Serak,Cesta Havrda,144.0,-1,1,0.5882352941176471,23.19117012564257,0.10000000000000003,1.0,0.0133812721618034,0.004613865627487861,-29,0.07692307692307687,Petr Serak,Win,3.197946794021488,5.9999001764005415,0.74936362139879,1.533,0.1487744316043449
10298605,2025-07-17,Jan Kanera,Michal Vavrecka,72.0,-1,1,0.25,-14.91965043843818,0.09999999999999998,-0.4,-0.0330863818291878,-9.30836620410797e-05,6,0.01683501683501676,Michal Vavrecka,Win,1.939841542425705,2.424801928032131,0.7561000795304808,1.8,0.3609801431548654
10298464,2025-07-17,Vratislav Petracek,Martin Huk,24.0,-4,1,0.5454545454545454,28.230955464758374,0.09999999999999998,-0.19999999999999996,0.0107138115804072,-0.0010869873806866558,-297,0.1829521829521829,Vratislav Petracek,Win,6.777561230529594,9.32264268298431,0.7616124792517482,1.727,0.3153047516677694
10298461,2025-07-17,Dmitro Parhomenko,Tibor Kolenic,0.0,0,0,0.0,-6.936541146321403,0.09999999999999998,-0.19999999999999996,-0.0713957964348968,-0.0027013135366086797,-18,0.009090909090909038,Tibor Kolenic,Win,1.1135638662499647,4.454255464999859,0.965776197719054,1.25,0.20722024714881737
10298458,2025-07-17,Milan Smesny,Jaroslav Strnad 1961,0.0,-1,0,0.45454545454545453,12.941762059616563,0.15000000000000002,0.20000000000000007,0.0119028273932412,-0.0003464640545915421,139,0.12792792792792795,Milan Smesny,Win,6.050025707963911,9.084122684630499,0.7691827408573279,1.666,0.28145844626830807
10298457,2025-07-17,Vaclav Kosar,Tomas Regner,0.0,0,0,0.2857142857142857,-4.262418526108435,0.04999999999999999,-0.4,-0.0227401806052787,-0.003082326315403317,-61,-0.01326259946949604,Tomas Regner,Loss,-1.0837157800475512,1.0837157800475512,0.6639323129092382,1.727,0.1466111043942544
10298455,2025-07-17,Erik Mares,Vojtech Koubek,0.0,1,0,0.34782608695652173,-43.37098504900493,-0.25,-0.20000000000000007,-0.0335527488193887,-0.005379992873753397,65,-0.20402298850574718,Vojtech Koubek,Win,6.654459439123801,10.820259250607807,0.8108841036640634,1.615,0.3095778274174623
10298452,2025-07-17,Cesta Havrda,Milan Smesny,0.0,0,0,0.7058823529411765,2.369088349215467,-0.35000000000000003,-0.6000000000000001,-0.0186224430071648,-0.004607072472713981,-76,-0.14692982456140352,Milan Smesny,Loss,-2.388855884828656,2.388855884828656,0.576752657060221,1.909,0.10102082232796206
10298655,2025-07-17,David Tomasch,Pavel Sprynar,0.0,-4,0,0.5454545454545454,17.735332879755457,0.09999999999999998,0.6,0.0318197376600282,0.003043152170638083,-455,0.03918495297805641,David Tomasch,Loss,-5.237274586707502,5.237274586707502,0.7370282141020207,1.533,0.1298642522183977
