Match_ID,Date,Player_1,Player_2,Time_Since_Last_Advantage,Matches_Last_24H_Advantage,Is_First_Match_Advantage,H2H_P1_Win_Rate,H2H_Dominance_Score,Win_Rate_Advantage,Win_Rate_L5_Advantage,PDR_Advantage,PDR_Slope_Advantage,Daily_Fatigue_Advantage,Close_Set_Win_Rate_Advantage,Bet_On_Player,Outcome,Profit,Stake,Model_Prob,Market_Odds,Edge,Win,Market_Implied_Prob,Model_Market_Divergence
10282911,2025-07-15,Sebastian Kasnik,Jan Sucharda,0.0,2,0,0.8,20.28196707526343,0.3,0.6000000000000001,0.0389451224203046,-0.0031065894144784,122,0.210727969348659,Sebastian Kasnik,Win,6.01230680132363,12.02461360264726,0.8670768933774543,1.5,0.3006153400661815,1,0.6666666666666666,0.20041022671078768
10282763,2025-07-15,Mihail Trinta,Lukas Babicka,-96.0,1,-1,0.0,-1.144694133712751,-0.1,-0.4,-0.0583754973188029,0.0027994987831411,-264,-0.1303703703703703,Lukas Babicka,Win,10.315885332712565,16.77379728896352,0.9385723013223704,1.615,0.5157942666356283,1,0.6191950464396285,0.3193772548827418
10282752,2025-07-15,Rostyslav Kliucuk,Tomas Zahradnik,0.0,0,0,0.5,-5.362438823143441,-0.15,-0.6000000000000001,-0.0189443346022565,-0.0037806879858222,41,0.0401785714285714,Tomas Zahradnik,Loss,-8.489910765696361,8.489910765696361,0.7259646119962806,1.909,0.3858664443008996,0,0.5238344683080146,0.20213014368826598
10283231,2025-07-15,Jiri Stary,Ladislav Novotny,24.0,-1,1,1.0,9.8,0.2,0.2,0.0504683728330042,0.0012827321377508,21,0.0357142857142857,Jiri Stary,Win,9.072542523063484,18.145085046126965,0.9690847507687828,1.5,0.4536271261531741,1,0.6666666666666666,0.3024180841021161
10283234,2025-07-15,Ladislav Novotny,Milan Cetner,0.0,1,0,0.0,-11.253330358547458,-0.3999999999999999,-0.6,-0.0689285936555353,0.0021386588103129,-15,-0.1153846153846153,Milan Cetner,Win,8.905009828107033,17.810019656214067,0.963500327603568,1.5,0.4452504914053516,1,0.6666666666666666,0.29683366093690133
10283456,2025-07-15,Kyryl Darin,Petr Picek,0.0,-1,0,0.4545454545454545,-9.743209852418456,-0.1,-0.2,-0.0344981685013408,0.0067716361394571,-255,-0.0520833333333333,Petr Picek,Win,12.45638702399884,10.380322519999032,0.7376451596363373,2.2,0.622819351199942,1,0.45454545454545453,0.2830997050908827
10283455,2025-07-15,Petr Picek,BA Hoang Tai Nguyen,0.0,1,0,1.0,8.173815112908928,0.0,0.4,0.0469789313918407,-0.00080932090694,307,-0.0789473684210526,Petr Picek,Loss,-18.283359372656385,18.283359372656385,0.9688032527621512,1.571,0.5219899100893397,0,0.6365372374283896,0.33226601533376154
10283285,2025-07-15,Petr Picek,Milan Smrcek,0.0,3,0,0.4285714285714285,12.326108585100414,0.2,0.2,0.029104340178987,-0.0060202882374089,319,0.0454545454545454,Petr Picek,Win,17.754635174679205,11.836423449786135,0.7550927034935841,2.5,0.8877317587339604,1,0.4,0.3550927034935841
10283302,2025-07-15,Jan Steffan,Vaclav Hruska Sr,0.0,-1,0,1.0,4.962283010521665,-0.35,-0.4,0.0076065518441563,0.002981655581008,57,-0.1217948717948718,Jan Steffan,Win,2.3700607474740862,4.446643053422301,0.9615212977787458,1.533,0.4740121494948173,1,0.6523157208088716,0.3092055769698743
10290275,2025-07-16,Milan Smrcek,Petr Picek,0.0,0,0,0.5,-13.059586413398408,-0.3,-0.1999999999999999,-0.0131777890983188,0.001991530780823,-177,-0.1333333333333333,Petr Picek,Win,12.20115838230295,12.20115838230295,0.7937188646361455,2.0,0.587437729272291,1,0.5,0.2937188646361455
10290283,2025-07-16,Ales Bayer,Denis Hofman,96.0,0,0,0.75,12.729466973064726,0.0,0.1999999999999999,0.0188883443600424,0.0,59,-0.1312499999999999,Ales Bayer,Win,8.216414268948986,10.270517836186231,0.7753266620575133,1.8,0.3955879917035241,1,0.5555555555555556,0.21977110650195775
10290269,2025-07-16,Tomas Janata,Tomas Dousa,0.0,0,0,0.5,0.1905245798869591,-0.1,-0.6000000000000001,-0.003125,-0.0008031369897285,230,-0.0399999999999999,Tomas Dousa,Win,11.811758321922149,7.26877435195209,0.5975960570590744,2.625,0.5686896497800702,1,0.38095238095238093,0.21664367610669344
10298223,2025-07-16,Tomas Barta,Mihail Trinta,24.0,-1,1,1.0,7.53613375169567,0.2,1.0,0.0641121856866538,0.0069504112171605,-236,0.1439280359820089,Tomas Barta,Win,6.136364012038827,18.427519555672156,0.971824278203403,1.333,0.2954417628451362,1,0.7501875468867217,0.22163673131668127
10290320,2025-07-16,Radek Bartunek,Jiri Moravek,-48.0,0,0,1.0,4.42921190432,0.1499999999999999,0.2,0.0180055401662049,0.0,21,-0.0896551724137931,Radek Bartunek,Win,13.64107616846564,18.763516050159065,0.959330689308792,1.727,0.6567641004362839,1,0.5790387955993052,0.3802918937094868
10289775,2025-07-16,Erik Mares,Vratislav Petracek,0.0,-2,0,0.5,0.0,-0.35,-0.3999999999999999,-0.0086244580785509,-0.0004530020186052,-332,-0.2818532818532818,Vratislav Petracek,Loss,-9.857625842427382,9.857625842427382,0.6747560123189644,2.625,0.7712345323372816,0,0.38095238095238093,0.2938036313665835
10289586,2025-07-16,Mihail Trinta,Tomas Barta,0.0,1,0,0.0,-17.53613375169567,-0.3,-0.8,-0.0839715384132844,-0.0074631126318923,236,-0.1282758620689655,Tomas Barta,Win,6.53441194168235,18.001134825571214,0.9644946465062272,1.363,0.3146062031879877,1,0.7336757153338225,0.2308189311724047
10289578,2025-07-16,Vojtech Stach,Milan Cetner,24.0,0,0,0.5,-7.482326317349438,-0.0710526315789473,-0.1999999999999999,-0.0280059746079163,-0.0001384575430955,21,0.0197044334975369,Milan Cetner,Win,8.88685333656118,8.88685333656118,0.7139334963464357,2.0,0.4278669926928713,1,0.5,0.21393349634643566
10289576,2025-07-16,Milan Cetner,Vladimir Kubat,-48.0,1,-1,1.0,8.6436,0.25,0.2,0.0164413487575761,0.0017874382574673,-101,0.0595238095238095,Milan Cetner,Win,19.50614290015542,19.50614290015542,0.9695719837859084,2.0,0.9391439675718168,1,0.5,0.46957198378590836
10289574,2025-07-16,Rotislav Hasmanda,Mihail Trinta,0.0,0,0,0.9444444444444444,16.56971458302001,0.2,-0.2,0.0274751262234571,-0.0005071207050924,-119,0.168695652173913,Rotislav Hasmanda,Loss,-18.566440993049465,18.566440993049465,0.9696860060538977,1.4,0.3575604084754564,0,0.7142857142857143,0.25540029176818335
